ID	Start	End	Text
6133-20	283203	283206	МИР
6134-0	283208	283210	ТЫ
6134-1	283211	283213	НЕ
6134-2	283214	283220	ГОТОВА
6135-0	283231	283238	Трахает
6135-1	283239	283244	мужик
6135-2	283245	283249	бабу
6135-3	283250	283257	спереди
6136-0	283259	283264	Потом
6136-1	283265	283272	хренакс
6136-2	283273	283275	ей
6136-3	283276	283278	по
6136-4	283279	283282	лбу
6137-0	283286	283288	За
6137-1	283289	283292	что
6138-0	283297	283298	У
6138-1	283299	283303	тебя
6138-2	283304	283309	грудь
6138-3	283310	283319	маленькая
6139-0	283321	283330	Повернись
6139-1	283331	283337	спиной
6140-0	283339	283349	Продолжают
6141-0	283351	283353	Он
6141-1	283354	283361	хренакс
6141-2	283362	283364	ей
6141-3	283365	283367	по
6141-4	283368	283375	затылку
6142-0	283378	283380	За
6142-1	283381	283384	что
6143-0	283388	283389	У
6143-1	283390	283394	тебя
6143-2	283395	283402	задница
6143-3	283403	283412	маленькая
6144-0	283414	283423	Повернись
6144-1	283424	283429	боком
6145-0	283431	283441	Продолжают
6145-1	283442	283449	ебаться
6145-2	283450	283455	боком
6146-0	283457	283459	Он
6146-1	283460	283466	херакс
6146-2	283467	283469	ей
6146-3	283470	283472	по
6146-4	283473	283479	голове
6147-0	283483	283484	А
6147-1	283485	283491	сейчас
6147-2	283492	283494	то
6147-3	283495	283497	за
6147-4	283498	283501	что
6148-0	283506	283508	Ты
6148-1	283509	283512	вся
6148-2	283513	283522	маленькая
6149-0	283526	283531	Блядь
6149-1	283533	283536	мне
6149-2	283537	283538	8
6149-3	283539	283542	лет
6149-4	283544	283548	папа
6150-0	283554	283560	What's
6150-1	283561	283564	the
6150-2	283565	283575	difference
6150-3	283576	283583	between
6150-4	283584	283593	everybody
6150-5	283594	283597	and
6150-6	283598	283605	bullets
6151-0	283607	283616	Everybody
6151-1	283617	283623	misses
6151-2	283624	283631	Harambe
6152-0	283637	283638	У
6152-1	283639	283642	нас
6152-2	283643	283644	в
6152-3	283645	283654	отделение
6152-4	283655	283657	на
6152-5	283658	283664	работу
6152-6	283665	283671	пришла
6152-7	283672	283681	новенькая
6152-8	283682	283691	санитарка
6153-0	283693	283704	Молоденькая
6153-1	283706	283716	глупенькая
6154-0	283718	283724	Просто
6154-1	283725	283732	готовая
6154-2	283733	283739	мишень
6154-3	283740	283743	для
6154-4	283744	283752	приколов
6155-0	283754	283760	Кормит
6155-1	283761	283762	с
6155-2	283763	283768	ложки
6155-3	283769	283777	больного
6156-0	283779	283781	Он
6156-1	283782	283788	наелся
6156-2	283790	283791	а
6156-3	283792	283795	она
6156-4	283796	283805	подбегает
6156-5	283806	283808	ко
6156-6	283809	283812	мне
6156-7	283816	283817	А
6156-8	283818	283820	он
6156-9	283821	283827	больше
6156-10	283828	283830	не
6156-11	283831	283836	хочет
6157-0	283838	283844	Говорю
6157-1	283845	283847	ей
6157-2	283851	283855	Сама
6157-3	283856	283862	доедай
6158-0	283864	283867	Она
6158-1	283871	283874	Как
6159-0	283876	283877	Я
6159-1	283878	283880	не
6159-2	283881	283885	хочу
6160-0	283889	283890	Я
6160-1	283891	283893	ей
6160-2	283897	283898	У
6160-3	283899	283902	нас
6160-4	283903	283910	порядок
6160-5	283911	283916	такой
6161-0	283918	283920	Не
6161-1	283921	283927	хочешь
6161-2	283930	283933	иди
6161-3	283934	283935	к
6161-4	283936	283946	заведующей
6161-5	283948	283957	спрашивай
6161-6	283958	283959	у
6161-7	283960	283963	нее
6161-8	283964	283974	разрешения
6161-9	283975	283977	не
6161-10	283978	283985	доедать
6162-0	283987	283988	И
6162-1	283989	283994	пошла
6162-2	283995	283999	ведь
6163-0	284001	284002	Я
6163-1	284003	284006	уже
6163-2	284007	284008	и
6163-3	284009	284017	пожалела
6163-4	284019	284022	что
6163-5	284023	284032	сморозила
6163-6	284033	284038	такое
6163-7	284040	284044	сижу
6163-8	284046	284049	жду
6163-9	284050	284060	пиз...юлей
6163-10	284061	284063	от
6163-11	284064	284074	заведующей
6164-0	284076	284084	Приходит
6164-1	284085	284096	санитарочка
6164-2	284097	284098	с
6164-3	284099	284105	совсем
6164-4	284106	284115	очумевшим
6164-5	284116	284121	лицом
6164-6	284123	284130	говорит
6164-7	284134	284136	ты
6164-8	284137	284143	совсем
6164-9	284144	284149	ОХУЕЛ
6164-10	284150	284157	мразота
6165-0	284159	284161	Ты
6165-1	284162	284167	блять
6165-2	284168	284174	ебаный
6165-3	284175	284183	кишечный
6165-4	284184	284189	спазм
6165-5	284190	284198	сифозной
6165-6	284199	284204	шлюхи
6165-7	284206	284208	ты
6165-8	284209	284212	это
6165-9	284213	284216	МНЕ
6165-10	284217	284222	лапшу
6165-11	284223	284225	на
6165-12	284226	284229	уши
6165-13	284230	284237	вешаешь
6166-0	284239	284241	Ну
6166-1	284242	284244	ты
6166-2	284245	284249	меня
6166-3	284250	284258	разозлил
6166-4	284259	284264	падла
6166-5	284266	284268	ты
6166-6	284269	284273	меня
6166-7	284274	284282	разозлил
6167-0	284284	284290	Завтра
6167-1	284291	284292	я
6167-2	284293	284298	приду
6167-3	284299	284303	сюда
6167-4	284304	284305	и
6167-5	284306	284313	запихаю
6167-6	284314	284318	тебе
6167-7	284319	284325	полную
6167-8	284326	284330	жопу
6167-9	284331	284338	гвоздей
6167-10	284339	284341	ты
6167-11	284342	284347	понял
6167-12	284348	284352	меня
6168-0	284354	284355	Я
6168-1	284356	284360	тебе
6168-2	284361	284367	устрою
6168-3	284368	284369	и
6168-4	284370	284378	Хиросиму
6168-5	284380	284381	и
6168-6	284382	284390	Нагасаки
6168-7	284392	284393	и
6168-8	284394	284399	ногой
6168-9	284400	284401	в
6168-10	284402	284407	сраку
6169-0	284409	284415	Можешь
6169-1	284416	284422	копать
6169-2	284423	284427	себе
6169-3	284428	284434	могилу
6169-4	284435	284437	ты
6169-5	284438	284443	блять
6169-6	284444	284448	чирь
6169-7	284449	284451	на
6169-8	284452	284456	жопе
6170-0	284458	284460	Уу
6170-1	284461	284465	сука
6171-0	284469	284480	Стандартная
6171-1	284481	284489	ситуация
6172-0	284491	284495	Жена
6172-1	284496	284497	с
6172-2	284498	284508	любовником
6172-3	284510	284513	муж
6172-4	284514	284520	звонит
6172-5	284521	284522	в
6172-6	284523	284528	дверь
6173-0	284530	284534	Жена
6173-1	284535	284536	в
6173-2	284537	284543	панике
6174-0	284547	284554	Господи
6175-0	284556	284559	Как
6175-1	284560	284562	бы
6175-2	284563	284564	я
6175-3	284565	284571	хотела
6175-4	284573	284578	чтобы
6175-5	284579	284584	всего
6175-6	284585	284590	этого
6175-7	284591	284593	не
6175-8	284594	284598	было
6176-0	284602	284603	Я
6176-1	284604	284609	слышу
6176-2	284610	284614	тебя
6176-3	284615	284619	дочь
6176-4	284620	284623	моя
6177-0	284625	284626	Я
6177-1	284627	284633	сделаю
6177-2	284634	284637	так
6177-3	284639	284642	как
6177-4	284643	284645	ты
6177-5	284646	284653	желаешь
6177-6	284655	284657	но
6177-7	284658	284660	за
6177-8	284661	284664	это
6177-9	284665	284667	ты
6177-10	284668	284674	умрешь
6177-11	284675	284680	через
6177-12	284681	284685	пять
6177-13	284686	284689	лет
6178-0	284693	284700	Конечно
6178-1	284701	284706	делай
6179-0	284708	284713	Лучше
6179-1	284714	284719	через
6179-2	284720	284724	пять
6179-3	284725	284728	лет
6179-4	284730	284733	чем
6179-5	284734	284740	сейчас
6180-0	284742	284747	Яркая
6180-1	284748	284755	вспышка
6181-0	284757	284766	Любовника
6181-1	284767	284770	как
6181-2	284771	284773	не
6181-3	284774	284780	бывало
6182-0	284782	284790	Разборок
6182-1	284791	284792	с
6182-2	284793	284798	мужем
6182-3	284799	284801	не
6182-4	284802	284806	было
6183-0	284808	284813	Живут
6183-1	284815	284821	значит
6183-2	284823	284826	они
6183-3	284827	284831	пять
6183-4	284832	284835	лет
6183-5	284836	284837	в
6183-6	284838	284843	любви
6183-7	284844	284845	и
6183-8	284846	284853	счастье
6184-0	284855	284860	Вдруг
6184-1	284862	284866	жене
6184-2	284867	284869	по
6184-3	284870	284875	почте
6184-4	284876	284884	приходит
6184-5	284885	284891	письмо
6184-6	284893	284896	что
6184-7	284897	284900	она
6184-8	284901	284909	выиграла
6184-9	284910	284915	круиз
6184-10	284916	284918	по
6184-11	284919	284931	средиземному
6184-12	284932	284936	морю
6185-0	284938	284939	И
6185-1	284940	284943	вот
6185-2	284944	284950	настал
6185-3	284951	284955	день
6185-4	284956	284964	отплытия
6186-0	284966	284968	Но
6186-1	284969	284974	когда
6186-2	284975	284983	теплоход
6186-3	284984	284993	выплывает
6186-4	284994	284996	на
6186-5	284997	285005	середину
6186-6	285006	285010	моря
6186-7	285012	285015	она
6186-8	285016	285021	видит
6186-9	285022	285024	на
6186-10	285025	285034	горизонте
6186-11	285035	285043	плывущую
6186-12	285044	285051	торпеду
6187-0	285053	285057	Жена
6187-1	285058	285069	естественно
6187-2	285070	285080	вспоминает
6187-3	285081	285088	события
6187-4	285089	285099	пятилетней
6187-5	285100	285108	давности
6187-6	285109	285110	и
6187-7	285111	285121	обращается
6187-8	285122	285123	к
6187-9	285124	285128	Богу
6187-10	285132	285139	Господи
6188-0	285141	285142	И
6188-1	285143	285147	ради
6188-2	285148	285152	меня
6188-3	285153	285158	одной
6188-4	285159	285161	ты
6188-5	285162	285168	губишь
6188-6	285169	285176	столько
6188-7	285177	285185	невинных
6188-8	285186	285191	людей
6189-0	285195	285201	Слушай
6189-1	285203	285204	и
6189-2	285205	285211	правда
6190-0	285213	285223	Увернуться
6190-1	285224	285226	не
6190-2	285227	285233	успеем
6190-3	285235	285237	но
6190-4	285238	285241	иди
6190-5	285242	285249	успокой
6190-6	285250	285257	команду
6190-7	285258	285263	чтобы
6190-8	285264	285266	не
6190-9	285267	285271	было
6190-10	285272	285278	паники
6191-0	285283	285287	ЕСТЬ
6192-0	285291	285296	Тетка
6192-1	285297	285304	выходит
6192-2	285305	285307	на
6192-3	285308	285314	палубу
6192-4	285316	285320	дает
6192-5	285321	285328	команду
6192-6	285329	285337	свистать
6192-7	285338	285342	всех
6192-8	285343	285349	наверх
6192-9	285350	285351	и
6192-10	285352	285359	говорит
6193-0	285364	285372	Бабоньки
6193-1	285374	285375	а
6193-2	285376	285378	ну
6193-3	285379	285380	я
6193-4	285381	285387	сейчас
6193-5	285388	285391	так
6193-6	285392	285397	перну
6193-7	285399	285402	что
6193-8	285403	285410	корабль
6193-9	285411	285421	развалится
6194-0	285426	285431	Врешь
6195-0	285433	285434	А
6195-1	285435	285437	ну
6195-2	285438	285446	попробуй
6196-0	285449	285458	Непутевая
6196-1	285459	285463	жена
6196-2	285464	285465	с
6196-3	285466	285471	шумом
6196-4	285472	285481	исполняет
6196-5	285482	285491	обещанное
6197-0	285493	285505	БАААААААХХХХ
6197-1	285506	285519	БАБАХХХХХХХХХ
6198-0	285524	285529	Взрыв
6198-1	285531	285537	короче
6199-0	285539	285548	Всплывает
6199-1	285549	285554	чудом
6199-2	285555	285560	живая
6199-3	285561	285565	жена
6199-4	285566	285567	и
6199-5	285568	285575	спасает
6199-6	285576	285584	капитана
6199-7	285586	285589	тот
6199-8	285590	285598	очухался
6199-9	285599	285600	и
6199-10	285601	285607	стонет
6200-0	285612	285616	Дура
6200-1	285617	285619	ты
6200-2	285621	285626	тетка
6200-3	285628	285629	и
6200-4	285630	285635	шутки
6200-5	285636	285640	твои
6200-6	285641	285649	дурацкие
6200-7	285652	285653	я
6200-8	285654	285660	вообще
6200-9	285661	285663	из
6200-10	285664	285671	другого
6200-11	285672	285680	анекдота
6201-0	285686	285691	Салют
6201-1	285693	285704	представься
6201-2	285706	285716	пожалуйста
6202-0	285721	285722	Я
6202-1	285723	285726	уже
6202-2	285727	285740	представлялся
6202-3	285742	285745	бля
6202-4	285747	285752	Артас
6202-5	285753	285760	Менетил
6202-6	285761	285767	рыцарь
6202-7	285768	285778	Серебряной
6202-8	285779	285784	Длани
6202-9	285786	285789	сын
6202-10	285790	285796	короля
6202-11	285797	285805	Теренаса
6202-12	285806	285814	Менетила
6202-13	285815	285817	II
6202-14	285818	285819	и
6202-15	285820	285829	наследник
6202-16	285830	285835	трона
6203-0	285837	285846	Приходите
6203-1	285847	285848	в
6203-2	285849	285855	Азерот
6203-3	285857	285860	бля
6203-4	285862	285863	в
6203-5	285864	285873	Нортренде
6203-6	285874	285878	тоже
6203-7	285879	285880	я
6203-8	285881	285885	есть
6203-9	285887	285890	вот
6203-10	285892	285893	я
6203-11	285894	285900	крутой
6204-0	285905	285908	Что
6204-1	285909	285916	сегодня
6204-2	285917	285921	было
6204-3	285922	285928	вообще
6205-0	285933	285935	Ну
6205-1	285936	285937	я
6205-2	285938	285944	обещал
6205-3	285946	285949	что
6205-4	285950	285955	выебу
6205-5	285956	285964	Иллидана
6205-6	285966	285967	и
6205-7	285968	285969	я
6205-8	285970	285973	его
6205-9	285974	285980	выебал
6205-10	285982	285983	у
6205-11	285984	285988	меня
6205-12	285989	285993	были
6205-13	285994	286002	проблемы
6205-14	286003	286005	со
6205-15	286006	286012	славой
6205-16	286013	286018	Плети
6205-17	286019	286020	и
6205-18	286021	286028	властью
6205-19	286030	286037	которая
6205-20	286038	286039	и
6205-21	286040	286042	не
6205-22	286043	286050	снилась
6205-23	286051	286056	моему
6205-24	286057	286061	отцу
6205-25	286063	286065	но
6205-26	286066	286069	как
6205-27	286070	286076	только
6205-28	286077	286078	я
6205-29	286079	286084	понял
6205-30	286086	286095	закинулся
6205-31	286096	286105	Нер’зулом
6205-32	286106	286107	и
6205-33	286108	286113	решил
6205-34	286114	286123	заебашить
6205-35	286124	286127	его
6205-36	286128	286139	Фростморном
6206-0	286141	286144	Бля
6206-1	286146	286150	буду
6206-2	286151	286156	личем
6207-0	286161	286166	Зачем
6208-0	286171	286174	Бля
6208-1	286176	286180	буду
6208-2	286181	286186	личем
6209-0	286191	286200	Понимаешь
6209-1	286202	286205	что
6209-2	286206	286213	ПАДИНИЦ
6209-3	286214	286216	из
6209-4	286217	286226	Пылающего
6209-5	286227	286234	Легиона
6209-6	286235	286237	не
6209-7	286238	286245	оставит
6209-8	286246	286249	это
6209-9	286250	286256	просто
6209-10	286257	286260	так
6210-0	286265	286268	Бля
6210-1	286270	286272	ну
6210-2	286273	286274	у
6210-3	286275	286278	нас
6210-4	286279	286281	же
6210-5	286282	286284	не
6210-6	286285	286293	Пылающий
6210-7	286294	286300	Легион
6210-8	286302	286303	а
6210-9	286304	286313	Служители
6210-10	286314	286319	Плети
6210-11	286321	286324	это
6210-12	286325	286331	разные
6210-13	286332	286337	школы
6210-14	286339	286342	бля
6211-0	286347	286353	Хорошо
6211-1	286355	286356	с
6211-2	286357	286360	кем
6211-3	286361	286363	бы
6211-4	286364	286366	ты
6211-5	286367	286375	забатлил
6211-6	286376	286377	в
6211-7	286378	286387	следующий
6211-8	286388	286391	раз
6212-0	286396	286399	Бля
6212-1	286401	286402	я
6212-2	286403	286406	уже
6212-3	286407	286414	говорил
6212-4	286416	286417	с
6212-5	286418	286427	Гул'даном
6212-6	286429	286432	бля
6212-7	286434	286438	если
6212-8	286439	286443	этот
6212-9	286444	286449	петух
6212-10	286450	286454	свои
6212-11	286455	286461	черепа
6212-12	286462	286471	петушиные
6212-13	286472	286482	распускать
6212-14	286483	286485	не
6212-15	286486	286491	будет
6212-16	286493	286494	а
6212-17	286495	286497	то
6212-18	286498	286505	главный
6212-19	286507	286510	бля
6212-20	286512	286524	чернокнижник
6212-21	286526	286527	а
6212-22	286528	286537	проявляет
6212-23	286538	286542	себя
6212-24	286543	286546	как
6212-25	286547	286554	главный
6212-26	286555	286560	петух
6212-27	286562	286565	бля
6213-0	286567	286568	Я
6213-1	286569	286571	на
6213-2	286572	286577	такую
6213-3	286578	286583	хуйню
6213-4	286584	286586	не
6213-5	286587	286599	подписывался
6214-0	286604	286606	Ну
6214-1	286608	286619	поздравляем
6214-2	286620	286621	с
6214-3	286622	286629	победой
6214-4	286631	286639	надеемся
6214-5	286641	286644	что
6214-6	286645	286650	будет
6214-7	286651	286657	теперь
6214-8	286658	286664	больше
6214-9	286665	286673	мудрости
6214-10	286674	286675	с
6214-11	286676	286679	тво
6215-0	286686	286692	Больше
6215-1	286693	286701	уважения
6215-2	286702	286703	к
6215-3	286704	286710	нежити
6215-4	286711	286716	будет
6215-5	286718	286721	бля
6215-6	286723	286724	я
6215-7	286725	286729	терь
6215-8	286730	286732	не
6215-9	286733	286742	служитель
6215-10	286743	286748	Плети
6215-11	286750	286753	бля
6215-12	286755	286756	я
6215-13	286757	286761	терь
6215-14	286762	286768	король
6215-15	286769	286772	лич
6215-16	286774	286777	бля
6216-0	286782	286784	Ёб
6216-1	286785	286789	твою
6216-2	286790	286794	мать
6217-0	286798	286800	ну
6217-1	286801	286806	ладно
6217-2	286808	286813	давай
6218-0	286819	286821	Не
6218-1	286822	286827	трать
6218-2	286828	286834	деньги
6218-3	286835	286837	на
6218-4	286838	286844	одежду
6218-5	286847	286852	трать
6218-6	286853	286855	на
6218-7	286856	286867	путешествия
6219-0	286869	286874	Какая
6219-1	286875	286882	разница
6219-2	286884	286889	какой
6219-3	286890	286892	на
6219-4	286893	286897	тебе
6219-5	286898	286906	кардиган
6219-6	286908	286913	когда
6219-7	286914	286918	тебя
6219-8	286919	286926	дубасят
6219-9	286927	286928	в
6219-10	286929	286936	тамбуре
6219-11	286937	286943	поезда
6219-12	286944	286948	Киев
6219-13	286951	286958	Харьков
6220-0	286964	286975	Журналистка
6220-1	286976	286984	выясняет
6220-2	286985	286986	у
6220-3	286987	286994	фермера
6220-4	286996	286997	в
6220-5	286998	287001	чем
6220-6	287002	287009	причина
6220-7	287010	287019	коровьего
6220-8	287020	287029	бешенства
6221-0	287032	287035	Тот
6221-1	287036	287038	на
6221-2	287039	287042	нее
6221-3	287043	287050	пялится
6221-4	287051	287052	и
6221-5	287053	287060	говорит
6222-0	287065	287066	А
6222-1	287067	287069	вы
6222-2	287070	287076	знаете
6222-3	287078	287081	что
6222-4	287082	287085	бык
6222-5	287086	287097	напрыгивает
6222-6	287098	287100	на
6222-7	287101	287107	корову
6222-8	287108	287111	раз
6222-9	287112	287113	в
6222-10	287114	287118	году
6223-0	287123	287134	Предположим
6224-0	287138	287140	ну
6224-1	287141	287142	и
6224-2	287143	287146	при
6224-3	287147	287150	чем
6224-4	287151	287154	тут
6224-5	287155	287158	это
6225-0	287163	287164	А
6225-1	287165	287167	вы
6225-2	287168	287174	знаете
6225-3	287176	287179	что
6225-4	287180	287182	мы
6225-5	287183	287187	доим
6225-6	287188	287193	коров
6225-7	287194	287200	ЧЕТЫРЕ
6225-8	287201	287205	раза
6225-9	287206	287207	в
6225-10	287208	287212	день
6226-0	287217	287223	Ценная
6226-1	287224	287234	информация
6226-2	287236	287238	но
6227-0	287245	287247	Ну
6227-1	287249	287252	вот
6227-2	287253	287257	если
6227-3	287258	287260	бы
6227-4	287261	287262	я
6227-5	287263	287266	мял
6227-6	287267	287271	ваши
6227-7	287272	287278	сиськи
6227-8	287279	287285	четыре
6227-9	287286	287290	раза
6227-10	287291	287292	в
6227-11	287293	287297	день
6227-12	287299	287300	а
6227-13	287301	287307	тр@хал
6227-14	287308	287310	бы
6227-15	287311	287314	раз
6227-16	287315	287316	в
6227-17	287317	287320	год
6227-18	287322	287324	вы
6227-19	287325	287327	бы
6227-20	287328	287330	не
6227-21	287331	287341	взбесились
6228-0	287345	287350	Дурак
6228-1	287351	287353	ты
6228-2	287355	287361	фермер
6228-3	287363	287364	и
6228-4	287365	287370	шутки
6228-5	287371	287372	у
6228-6	287373	287377	тебя
6228-7	287378	287386	дурацкие
6229-0	287387	287389	На
6229-1	287390	287396	заднем
6229-2	287397	287402	плане
6229-3	287403	287413	взрывается
6229-4	287414	287420	корова
6230-0	287424	287428	Ехал
6230-1	287429	287434	мужик
6230-2	287435	287437	на
6230-3	287438	287444	машине
6230-4	287445	287446	и
6230-5	287447	287457	приспичило
6230-6	287458	287461	ему
6230-7	287462	287469	посрать
6231-0	287471	287473	Он
6231-1	287474	287485	остановился
6231-2	287487	287492	вышел
6231-3	287493	287494	в
6231-4	287495	287499	поле
6231-5	287500	287501	и
6231-6	287502	287505	сел
6232-0	287507	287510	Тут
6232-1	287511	287512	к
6232-2	287513	287517	нему
6232-3	287518	287527	подбегает
6232-4	287528	287533	мышка
6232-5	287534	287535	и
6232-6	287536	287543	говорит
6233-0	287548	287549	Я
6233-1	287550	287557	мышиный
6233-2	287558	287564	король
6233-3	287565	287566	и
6233-4	287567	287571	могу
6233-5	287572	287581	исполнить
6233-6	287582	287587	любое
6233-7	287588	287592	твое
6233-8	287593	287600	желание
6234-0	287603	287608	Мужик
6234-1	287609	287617	отвечает
6235-0	287622	287629	Построй
6235-1	287630	287636	передо
6235-2	287637	287641	мной
6235-3	287642	287647	народ
6235-4	287648	287652	свой
6235-5	287653	287660	мышиный
6236-0	287663	287669	Король
6236-1	287670	287676	привел
6236-2	287677	287678	к
6236-3	287679	287683	нему
6236-4	287684	287688	весь
6236-5	287689	287693	свой
6236-6	287694	287699	народ
6236-7	287701	287702	а
6236-8	287703	287708	мужик
6236-9	287709	287714	берет
6236-10	287715	287720	мышек
6236-11	287721	287728	горстью
6236-12	287729	287730	и
6236-13	287731	287739	начинает
6236-14	287740	287743	ими
6236-15	287744	287748	жопу
6236-16	287749	287757	вытирать
6237-0	287759	287760	А
6237-1	287761	287767	король
6237-2	287768	287771	ему
6237-3	287772	287778	кричит
6238-0	287783	287793	Остановись
6238-1	287795	287802	долбоеб
6238-2	287804	287805	у
6238-3	287806	287809	нас
6238-4	287810	287816	бумага
6238-5	287817	287821	есть
6239-0	287831	287832	Я
6239-1	287833	287838	долго
6239-2	287839	287844	думал
6239-3	287845	287846	и
6240-0	287850	287853	это
6240-1	287854	287860	кольцо
6241-0	287864	287865	я
6241-1	287866	287870	хочу
6241-2	287871	287876	одеть
6241-3	287877	287879	на
6241-4	287880	287884	твой
6241-5	287885	287890	палец
6242-0	287895	287901	НАдеть
6243-0	287906	287907	Я
6243-1	287908	287917	передумал
6244-0	287925	287931	Решили
6244-1	287932	287940	сварщики
6244-2	287941	287949	отметить
6244-3	287950	287954	день
6244-4	287955	287963	рождения
6244-5	287964	287971	коллеги
6245-0	287973	287974	И
6245-1	287976	287981	чтобы
6245-2	287982	287984	не
6245-3	287985	287994	спалиться
6245-4	287995	287996	в
6245-5	287997	288004	рабочий
6245-6	288005	288009	день
6245-7	288011	288014	они
6245-8	288015	288021	набили
6245-9	288022	288026	робу
6245-10	288027	288034	ветошью
6245-11	288036	288045	привязали
6245-12	288046	288052	держак
6245-13	288053	288054	к
6245-14	288055	288059	руке
6245-15	288060	288061	и
6245-16	288062	288070	оставили
6245-17	288071	288077	чучело
6245-18	288078	288080	на
6245-19	288081	288087	высоте
6245-20	288088	288097	создавать
6245-21	288098	288107	видимость
6245-22	288108	288116	рабочего
6245-23	288117	288125	процесса
6246-0	288127	288132	Ветер
6246-1	288133	288137	дует
6246-2	288139	288145	держак
6246-3	288146	288147	с
6246-4	288148	288158	электродом
6246-5	288159	288167	качается
6246-6	288169	288175	чучело
6246-7	288176	288180	типа
6246-8	288181	288186	варит
6246-9	288189	288191	ну
6246-10	288192	288193	а
6246-11	288194	288202	сварщики
6246-12	288203	288209	бухают
6247-0	288211	288218	Выходит
6247-1	288219	288229	начальство
6247-2	288230	288232	из
6247-3	288233	288241	столовой
6247-4	288243	288250	смотрят
6247-5	288251	288254	все
6247-6	288255	288264	нормально
6247-7	288266	288269	все
6247-8	288270	288273	при
6247-9	288274	288278	деле
6248-0	288280	288281	И
6248-1	288282	288285	тут
6248-2	288286	288288	от
6248-3	288289	288295	порыва
6248-4	288296	288301	ветра
6248-5	288302	288308	чучело
6248-6	288309	288316	сдувает
6248-7	288317	288318	с
6248-8	288319	288325	высоты
6248-9	288326	288328	70
6248-10	288329	288335	метров
6249-0	288337	288340	Все
6249-1	288341	288351	начальство
6249-2	288352	288361	хватается
6249-3	288362	288364	за
6249-4	288365	288371	сердце
6249-5	288373	288378	бегут
6249-6	288379	288380	к
6249-7	288381	288385	нему
6250-0	288387	288394	Сварщик
6250-1	288396	288400	видя
6250-2	288401	288404	это
6250-3	288405	288412	действо
6250-4	288414	288424	спускается
6250-5	288425	288429	вниз
6250-6	288431	288441	выкидывает
6250-7	288442	288448	чучело
6250-8	288449	288450	и
6250-9	288451	288458	ложится
6250-10	288459	288461	на
6250-11	288462	288465	его
6250-12	288466	288471	место
6251-0	288473	288482	Прибегает
6251-1	288483	288493	начальство
6251-2	288494	288495	и
6251-3	288496	288501	видит
6251-4	288504	288511	сварщик
6251-5	288512	288518	встает
6251-6	288520	288532	отряхивается
6251-7	288533	288534	и
6251-8	288535	288542	говорит
6251-9	288544	288549	Ничто
6251-10	288550	288552	не
6251-11	288553	288560	истинно
6251-12	288561	288562	и
6251-13	288563	288566	все
6251-14	288567	288576	дозволено
6252-0	288582	288587	Сидят
6252-1	288588	288592	дома
6252-2	288593	288601	невестка
6252-3	288602	288604	со
6252-4	288605	288612	свёкром
6252-5	288613	288614	и
6252-6	288615	288624	свекровью
6253-0	288626	288634	Свекровь
6253-1	288635	288642	говорит
6254-0	288647	288650	Всё
6254-1	288651	288652	у
6254-2	288653	288656	нас
6254-3	288657	288663	хорошо
6255-0	288665	288666	И
6255-1	288667	288672	живём
6255-2	288673	288674	в
6255-3	288675	288683	достатке
6255-4	288685	288686	и
6255-5	288687	288689	не
6255-6	288690	288698	ругаемся
6255-7	288700	288703	вот
6255-8	288704	288710	только
6255-9	288711	288715	хата
6255-10	288716	288718	не
6255-11	288719	288727	побелена
6256-0	288730	288738	Невестка
6257-0	288743	288748	Какие
6257-1	288749	288757	проблемы
6257-2	288759	288763	мама
6258-0	288765	288771	Белила
6258-1	288772	288776	есть
6259-0	288781	288785	Есть
6259-1	288787	288793	только
6259-2	288794	288799	шётки
6259-3	288800	288803	нет
6260-0	288806	288814	Невестка
6260-1	288815	288823	побежала
6260-2	288824	288825	к
6260-3	288826	288832	свёкру
6260-4	288834	288843	обстригла
6260-5	288844	288847	ему
6260-6	288848	288854	бороду
6260-7	288856	288863	сделала
6260-8	288864	288869	щётку
6260-9	288870	288871	и
6260-10	288872	288880	побелила
6260-11	288881	288885	хату
6261-0	288888	288896	Свекровь
6261-1	288897	288902	снова
6262-0	288907	288910	Вот
6262-1	288912	288916	хата
6262-2	288917	288925	побелена
6262-3	288927	288928	а
6262-4	288929	288933	окна
6262-5	288934	288936	не
6262-6	288937	288946	покрашены
6263-0	288951	288956	Какие
6263-1	288957	288965	проблемы
6263-2	288967	288971	мама
6264-0	288973	288979	Краска
6264-1	288980	288984	есть
6265-0	288989	288991	Да
6265-1	288992	288996	есть
6265-2	288998	289004	только
6265-3	289005	289013	кисточки
6265-4	289014	289017	нет
6266-0	289020	289028	Невестка
6266-1	289029	289037	побежала
6266-2	289038	289039	к
6266-3	289040	289046	свёкру
6266-4	289048	289056	обрезала
6266-5	289057	289060	усы
6266-6	289062	289069	сделала
6266-7	289070	289078	кисточку
6266-8	289079	289080	и
6266-9	289081	289090	покрасила
6267-0	289093	289101	Наступил
6267-1	289102	289107	вечер
6268-0	289109	289121	Возвращается
6268-1	289122	289125	муж
6268-2	289126	289131	домой
6268-3	289132	289133	с
6268-4	289134	289140	работы
6269-0	289142	289149	Смотрит
6269-1	289152	289156	отец
6269-2	289157	289159	на
6269-3	289160	289166	дереве
6269-4	289167	289172	сидит
6270-0	289177	289181	Папа
6271-0	289183	289184	А
6271-1	289185	289188	что
6271-2	289189	289192	это
6271-3	289193	289195	ты
6271-4	289196	289199	там
6271-5	289200	289206	сидишь
